https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume BNB,Volume USD
1666497600,2022-10-23 04:00:00,BNB/USD,270.9823,270.9823,270.0431,270.0431,0.232133,62.685914932299994
1666490400,2022-10-23 02:00:00,BNB/USD,271.2708,271.2708,271.2708,271.2708,0.29417,79.799731236
1666483200,2022-10-23 00:00:00,BNB/USD,271.0482,271.0482,271.0482,271.0482,0.033141,8.9828083962
1666479600,2022-10-22 23:00:00,BNB/USD,270.812,270.812,270.812,270.812,0.207044,56.069999728000006
1666476000,2022-10-22 22:00:00,BNB/USD,269.7615,269.7615,269.7615,269.7615,0.101988,27.512435862
1666468800,2022-10-22 20:00:00,BNB/USD,283.0,283.0,269.7087,270.8353,1.921469,520.4016330557
1666461600,2022-10-22 18:00:00,BNB/USD,269.6142,269.6142,269.6142,269.6142,0.409182,110.3212775844
1666454400,2022-10-22 16:00:00,BNB/USD,268.9151,268.9151,268.9151,268.9151,0.300134,80.7105646234
1666450800,2022-10-22 15:00:00,BNB/USD,270.2885,270.2885,270.2885,270.2885,0.345741,93.44981627850001
1666447200,2022-10-22 14:00:00,BNB/USD,269.8084,270.3604,269.5089,269.5089,0.495622,133.5745400358
1666443600,2022-10-22 13:00:00,BNB/USD,262.9583,269.7716,262.9583,269.6087,0.374215,100.8916196705
1666440000,2022-10-22 12:00:00,BNB/USD,269.409,269.409,269.409,269.409,0.1,26.9409
1666436400,2022-10-22 11:00:00,BNB/USD,269.3092,269.3092,269.3092,269.3092,0.067749,18.2454289908
1666432800,2022-10-22 10:00:00,BNB/USD,269.2093,269.6717,261.0001,269.6717,1.569925,423.3643436225
1666425600,2022-10-22 08:00:00,BNB/USD,269.1094,269.1094,269.1094,269.1094,0.156564,42.1328441016
1666407600,2022-10-22 03:00:00,BNB/USD,269.2855,283.9086,269.2855,283.9086,0.44443,126.17749909799998
1666400400,2022-10-22 01:00:00,BNB/USD,269.93,269.93,261.0001,261.0001,0.8995,234.76958994999998
1666389600,2022-10-21 22:00:00,BNB/USD,269.2637,269.2637,269.2637,269.2637,0.040909,11.015308703299999
1666386000,2022-10-21 21:00:00,BNB/USD,269.5213,269.6754,269.5213,269.6587,1.683991,454.1028238717
1666382400,2022-10-21 20:00:00,BNB/USD,270.3524,270.3524,269.644,269.644,0.888264,239.515058016
1666371600,2022-10-21 17:00:00,BNB/USD,269.4004,269.4004,269.4004,269.4004,0.370221,99.7376854884
1666368000,2022-10-21 16:00:00,BNB/USD,270.4734,283.9087,270.4734,273.1793,1.255764,343.04873048520005
1666364400,2022-10-21 15:00:00,BNB/USD,268.5092,268.5092,268.5092,268.5092,0.114819,30.829957834800002
1666353600,2022-10-21 12:00:00,BNB/USD,265.8642,283.9086,265.8642,283.9086,2.50676,711.6907221359999
1666350000,2022-10-21 11:00:00,BNB/USD,267.6006,267.6006,266.6565,266.6565,0.595568,158.812078392
1666346400,2022-10-21 10:00:00,BNB/USD,266.5962,267.4471,260.0001,267.4471,1.186178,317.23986618379996
1666342800,2022-10-21 09:00:00,BNB/USD,272.2199,272.2199,267.1942,267.1942,0.254688,68.05115640960001
1666324800,2022-10-21 04:00:00,BNB/USD,269.0559,269.0559,269.0194,269.0194,0.09097,24.472694818
1666314000,2022-10-21 01:00:00,BNB/USD,268.269,283.9087,265.0,267.2164,3.892465,1040.130484426
1666299600,2022-10-20 21:00:00,BNB/USD,269.4925,269.4925,268.6974,268.6974,0.370221,99.47742012540002
1666296000,2022-10-20 20:00:00,BNB/USD,269.4925,269.4925,269.4925,269.4925,0.06273,16.905264525
1666292400,2022-10-20 19:00:00,BNB/USD,278.0,278.0,268.4178,269.7808,0.825846,222.7973945568
1666288800,2022-10-20 18:00:00,BNB/USD,270.75,270.7501,265.0001,269.7128,0.446281,120.3676980968
1666285200,2022-10-20 17:00:00,BNB/USD,271.4153,271.4153,270.974,270.974,0.351644,95.286381256
1666281600,2022-10-20 16:00:00,BNB/USD,271.6092,272.1219,271.1207,272.1219,1.164145,316.7893492755
1666278000,2022-10-20 15:00:00,BNB/USD,272.24,272.24,272.2375,272.2375,0.332978,90.649098275
1666270800,2022-10-20 13:00:00,BNB/USD,270.8961,271.2574,270.8961,271.2574,0.573205,155.486097967
1666267200,2022-10-20 12:00:00,BNB/USD,273.7628,278.0,273.7628,278.0,0.279376,77.666528
1666252800,2022-10-20 08:00:00,BNB/USD,271.2803,274.4816,271.2018,271.2018,1.478702,401.0266440636
1666238400,2022-10-20 04:00:00,BNB/USD,272.6168,277.5,272.6168,277.5,0.170647,47.3545425
1666231200,2022-10-20 02:00:00,BNB/USD,270.7119,270.879,270.7119,270.879,1.277782,346.124310378
1666227600,2022-10-20 01:00:00,BNB/USD,270.3551,270.3707,270.3551,270.3707,0.181088,48.9608893216
1666224000,2022-10-20 00:00:00,BNB/USD,272.3322,273.1774,269.662,269.662,0.6579,177.4106298
1666216800,2022-10-19 22:00:00,BNB/USD,272.7913,272.7913,272.515,272.515,1.07711,293.52863164999997
1666213200,2022-10-19 21:00:00,BNB/USD,273.3942,277.5,272.643,272.643,0.593697,161.867331171
1666209600,2022-10-19 20:00:00,BNB/USD,273.3025,273.7665,273.0108,273.0122,5.410367,1477.0961974774
1666206000,2022-10-19 19:00:00,BNB/USD,272.7345,272.921,272.5346,272.921,0.793098,216.45309925799998
1666198800,2022-10-19 17:00:00,BNB/USD,273.1655,273.1655,272.3047,272.3047,0.073501,20.0146677547
1666195200,2022-10-19 16:00:00,BNB/USD,272.6065,272.6335,272.6065,272.6335,0.498044,135.783478874
1666188000,2022-10-19 14:00:00,BNB/USD,271.9787,272.0687,271.9787,272.0687,0.774717,210.77624705789998
1666173600,2022-10-19 10:00:00,BNB/USD,271.33,271.6081,271.33,271.6081,0.22329,60.64737264899999
1666162800,2022-10-19 07:00:00,BNB/USD,271.8385,271.8385,270.9564,270.9564,0.767171,207.8698923444
1666159200,2022-10-19 06:00:00,BNB/USD,270.3859,270.3859,270.3859,270.3859,0.05,13.519295
1666155600,2022-10-19 05:00:00,BNB/USD,272.8151,272.8151,272.8151,272.8151,0.036544,9.969755014399999
1666126800,2022-10-18 21:00:00,BNB/USD,273.76,273.76,273.76,273.76,0.327914,89.76973663999999
1666123200,2022-10-18 20:00:00,BNB/USD,271.6862,271.6862,271.6862,271.6862,0.322374,87.58456703879999
1666119600,2022-10-18 19:00:00,BNB/USD,270.413,272.313,270.413,272.313,1.218195,331.73033503499994
1666112400,2022-10-18 17:00:00,BNB/USD,273.195,273.4945,272.6846,272.6846,0.805757,219.71752524219997
1666105200,2022-10-18 15:00:00,BNB/USD,272.6015,277.4999,272.0235,272.2646,1.635428,445.2691502488
1666101600,2022-10-18 14:00:00,BNB/USD,265.8775,272.952,265.8775,272.952,0.640096,174.715483392
1666098000,2022-10-18 13:00:00,BNB/USD,273.6105,274.8931,273.6105,274.2621,3.490777,957.3878306516999
1666094400,2022-10-18 12:00:00,BNB/USD,273.4837,274.6165,273.4837,274.6165,0.515733,141.62879139449998
1666090800,2022-10-18 11:00:00,BNB/USD,273.3128,273.3128,273.3128,273.3128,0.036208,9.896109862399998
1666087200,2022-10-18 10:00:00,BNB/USD,273.059,273.9789,273.059,273.9789,1.924114,527.1666371946001
1666083600,2022-10-18 09:00:00,BNB/USD,272.5342,272.5342,272.5342,272.5342,0.202347,55.1464777674
1666080000,2022-10-18 08:00:00,BNB/USD,274.2318,274.2318,274.2318,274.2318,0.361472,99.12711720960002
1666076400,2022-10-18 07:00:00,BNB/USD,274.1368,274.1368,274.1368,274.1368,0.663233,181.8165722744
