date,close,Open,High,Low
2/6/2024,4954.23,4950.16,4957.77,4934.88
2/5/2024,4942.81,4957.19,4957.19,4918.09
2/2/2024,4958.61,4916.06,4975.29,4907.99
2/1/2024,4906.19,4861.11,4906.97,4853.52
1/31/2024,4845.65,4899.19,4906.75,4845.15
1/30/2024,4924.97,4925.89,4931.09,4916.27
1/29/2024,4927.93,4892.95,4929.31,4887.4
1/26/2024,4890.97,4888.91,4906.69,4881.47
1/25/2024,4894.16,4886.66,4898.15,4869.34
1/24/2024,4868.55,4888.56,4903.68,4865.94
1/23/2024,4864.6,4856.8,4866.48,4844.37
1/22/2024,4850.43,4853.42,4868.41,4844.05
1/19/2024,4839.81,4796.28,4842.07,4785.87
1/18/2024,4780.94,4760.1,4785.79,4740.57
1/17/2024,4739.21,4739.13,4744.23,4714.82
1/16/2024,4765.98,4772.35,4782.34,4747.12
1/12/2024,4783.83,4791.18,4802.4,4768.98
1/11/2024,4780.24,4792.13,4798.5,4739.58
1/10/2024,4783.45,4759.94,4790.8,4756.2
1/9/2024,4756.5,4741.93,4765.47,4730.35
1/8/2024,4763.54,4703.7,4764.54,4699.82
1/5/2024,4697.24,4690.57,4721.49,4682.11
1/4/2024,4688.68,4697.42,4726.78,4687.53
1/3/2024,4704.81,4725.07,4729.29,4699.71
1/2/2024,4742.83,4745.2,4754.33,4722.67
12/29/2023,4769.83,4782.88,4788.43,4751.99
12/28/2023,4783.35,4786.44,4793.3,4780.98
12/27/2023,4781.58,4773.45,4785.39,4768.9
12/26/2023,4774.75,4758.86,4784.72,4758.45
12/22/2023,4754.63,4753.92,4772.94,4736.77
12/21/2023,4746.75,4724.29,4748.71,4708.35
12/20/2023,4698.35,4764.73,4778.01,4697.82
12/19/2023,4768.37,4743.72,4768.69,4743.72
12/18/2023,4740.56,4725.58,4749.52,4725.58
12/15/2023,4719.19,4714.23,4725.53,4704.69
12/14/2023,4719.55,4721.04,4738.57,4694.34
12/13/2023,4707.09,4646.2,4709.69,4643.23
12/12/2023,4643.7,4618.3,4643.93,4608.09
12/11/2023,4622.44,4593.39,4623.71,4593.39
12/8/2023,4604.37,4576.2,4609.23,4574.06
12/7/2023,4585.59,4568.84,4590.92,4565.22
12/6/2023,4549.34,4586.23,4590.74,4546.5
12/5/2023,4567.18,4557.25,4578.56,4551.68
12/4/2023,4569.78,4564.37,4572.37,4546.72
12/1/2023,4594.63,4559.43,4599.39,4554.71
11/30/2023,4567.8,4554.87,4569.89,4537.24
11/29/2023,4550.58,4571.84,4587.64,4547.15
11/28/2023,4554.89,4545.55,4568.14,4540.51
11/27/2023,4550.43,4554.86,4560.52,4546.32
11/24/2023,4559.34,4555.84,4560.31,4552.8
11/22/2023,4556.62,4553.04,4568.43,4545.05
11/21/2023,4538.19,4538.77,4542.14,4525.51
11/20/2023,4547.38,4511.7,4557.11,4510.36
11/17/2023,4514.02,4509.55,4520.12,4499.66
11/16/2023,4508.24,4497.08,4511.99,4487.83
11/15/2023,4502.88,4505.3,4521.17,4495.31
11/14/2023,4495.7,4458.97,4508.67,4458.97
11/13/2023,4411.55,4406.66,4421.76,4393.82
11/10/2023,4415.24,4364.15,4418.03,4353.34
11/9/2023,4347.35,4391.41,4393.4,4343.94
11/8/2023,4382.78,4384.37,4391.2,4359.76
11/7/2023,4378.38,4366.21,4386.26,4355.41
11/6/2023,4365.98,4364.27,4372.21,4347.53
11/3/2023,4358.34,4334.23,4373.62,4334.23
11/2/2023,4317.78,4268.26,4319.72,4268.26
11/1/2023,4237.86,4201.27,4245.64,4197.74
10/31/2023,4193.8,4171.33,4195.55,4153.12
10/30/2023,4166.82,4139.39,4177.47,4132.94
10/27/2023,4117.37,4152.93,4156.7,4103.78
10/26/2023,4137.23,4175.99,4183.6,4127.9
10/25/2023,4186.77,4232.42,4232.42,4181.42
10/24/2023,4247.68,4235.79,4259.38,4219.43
10/23/2023,4217.04,4210.4,4255.84,4189.22
10/20/2023,4224.16,4273.85,4276.56,4223.03
10/19/2023,4278,4321.36,4339.54,4269.69
10/18/2023,4314.6,4357.35,4364.2,4303.84
10/17/2023,4373.2,4345.23,4393.57,4337.54
10/16/2023,4373.63,4342.37,4383.33,4342.37
10/13/2023,4327.78,4360.49,4377.1,4311.97
10/12/2023,4349.61,4380.94,4385.85,4325.43
10/11/2023,4376.95,4366.59,4378.64,4345.34
10/10/2023,4358.24,4339.75,4385.46,4339.64
10/9/2023,4335.66,4289.02,4341.73,4283.79
10/6/2023,4308.5,4234.79,4324.1,4219.55
10/5/2023,4258.19,4259.31,4267.13,4225.91
10/4/2023,4263.75,4233.83,4268.5,4220.48
10/3/2023,4229.45,4269.75,4281.15,4216.45
10/2/2023,4288.39,4284.52,4300.58,4260.21
9/29/2023,4288.05,4328.18,4333.15,4274.86
9/28/2023,4299.7,4269.65,4317.27,4264.38
9/27/2023,4274.51,4282.63,4292.07,4238.63
9/26/2023,4273.53,4312.88,4313.01,4265.98
9/25/2023,4337.44,4310.62,4338.51,4302.7
9/22/2023,4320.06,4341.74,4357.4,4316.49
9/21/2023,4330,4374.36,4375.7,4329.17
9/20/2023,4402.2,4452.81,4461.03,4401.38
9/19/2023,4443.95,4445.41,4449.85,4416.61
9/18/2023,4453.53,4445.13,4466.36,4442.11
9/15/2023,4450.32,4497.98,4497.98,4447.21
9/14/2023,4505.1,4487.78,4511.99,4478.69
9/13/2023,4467.44,4462.65,4479.39,4453.52
9/12/2023,4461.9,4473.27,4487.11,4456.83
9/11/2023,4487.46,4480.98,4490.77,4467.89
9/8/2023,4457.49,4451.3,4473.53,4448.38
9/7/2023,4451.14,4434.55,4457.81,4430.46
9/6/2023,4465.48,4490.35,4490.35,4442.38
9/5/2023,4496.83,4510.06,4514.29,4496.01
9/1/2023,4515.77,4530.6,4541.25,4501.35
8/31/2023,4507.66,4517.01,4532.26,4507.39
8/30/2023,4514.87,4500.34,4521.65,4493.59
8/29/2023,4497.63,4432.75,4500.14,4431.68
8/28/2023,4433.31,4426.03,4439.56,4414.98
8/25/2023,4405.71,4389.38,4418.46,4356.29
8/24/2023,4376.31,4455.16,4458.3,4375.55
8/23/2023,4436.01,4396.44,4443.18,4396.44
8/22/2023,4387.55,4415.33,4418.59,4382.77
8/21/2023,4399.77,4380.28,4407.55,4360.3
8/18/2023,4369.71,4344.88,4381.82,4335.31
8/17/2023,4370.36,4416.32,4421.17,4364.83
8/16/2023,4404.33,4433.79,4449.95,4403.55
8/15/2023,4437.86,4478.87,4478.87,4432.19
8/14/2023,4489.72,4458.13,4490.33,4453.44
8/11/2023,4464.05,4450.69,4476.23,4443.98
8/10/2023,4468.83,4487.16,4527.37,4457.92
8/9/2023,4467.71,4501.57,4502.44,4461.33
8/8/2023,4499.38,4498.03,4503.31,4464.39
8/7/2023,4518.44,4491.58,4519.84,4491.15
8/4/2023,4478.03,4513.96,4540.34,4474.55
8/3/2023,4501.89,4494.27,4519.49,4485.54
8/2/2023,4513.39,4550.93,4550.93,4505.75
8/1/2023,4576.73,4578.83,4584.62,4567.53
7/31/2023,4588.96,4584.82,4594.22,4573.14
7/28/2023,4582.23,4565.75,4590.16,4564.01
7/27/2023,4537.41,4598.26,4607.07,4528.56
7/26/2023,4566.75,4558.96,4582.47,4547.58
7/25/2023,4567.46,4555.19,4580.62,4552.42
7/24/2023,4554.64,4543.39,4563.41,4541.29
7/21/2023,4536.34,4550.16,4555,4535.79
7/20/2023,4534.87,4554.38,4564.74,4527.56
7/19/2023,4565.72,4563.87,4578.43,4557.48
7/18/2023,4554.98,4521.78,4562.3,4514.59
7/17/2023,4522.79,4508.86,4532.85,4504.9
7/14/2023,4505.42,4514.61,4527.76,4499.56
7/13/2023,4510.04,4491.5,4517.38,4489.36
7/12/2023,4472.16,4467.69,4488.34,4463.23
7/11/2023,4439.26,4415.55,4443.64,4408.46
7/10/2023,4409.53,4394.23,4412.6,4389.92
7/7/2023,4398.95,4404.54,4440.39,4397.4
7/6/2023,4411.59,4422.62,4422.62,4385.05
7/5/2023,4446.82,4442.04,4454.06,4436.61
7/3/2023,4455.59,4450.48,4456.46,4442.29
6/30/2023,4450.38,4422.44,4458.48,4422.44
6/29/2023,4396.44,4374.94,4398.39,4371.97
6/28/2023,4376.86,4367.48,4390.35,4360.22
6/27/2023,4378.41,4337.36,4384.42,4335
6/26/2023,4328.82,4344.84,4362.06,4328.08
6/23/2023,4348.33,4354.17,4366.55,4341.34
6/22/2023,4381.89,4355.4,4382.25,4351.82
6/21/2023,4365.69,4380.01,4386.22,4360.14
6/20/2023,4388.71,4396.11,4400.15,4367.19
6/16/2023,4409.59,4440.95,4448.47,4407.44
6/15/2023,4425.84,4365.33,4439.2,4362.6
6/14/2023,4372.59,4366.29,4391.82,4337.85
6/13/2023,4369.01,4352.61,4375.37,4349.31
6/12/2023,4338.93,4308.32,4340.13,4304.37
6/9/2023,4298.86,4304.88,4322.62,4291.7
6/8/2023,4293.93,4268.69,4298.01,4261.07
6/7/2023,4267.52,4285.47,4299.19,4263.96
6/6/2023,4283.85,4271.34,4288.33,4263.09
6/5/2023,4273.79,4282.99,4299.28,4266.82
6/2/2023,4282.37,4241.01,4290.67,4241.01
6/1/2023,4221.02,4183.03,4232.43,4171.64
5/31/2023,4179.83,4190.74,4195.44,4166.15
5/30/2023,4205.52,4226.71,4231.1,4192.18
5/26/2023,4205.45,4156.16,4212.87,4156.16
5/25/2023,4151.28,4155.71,4165.74,4129.73
5/24/2023,4115.24,4132.96,4132.96,4103.98
5/23/2023,4145.58,4176.8,4185.68,4142.54
5/22/2023,4192.63,4190.78,4209.22,4179.68
5/19/2023,4191.98,4204.15,4212.91,4180.2
5/18/2023,4198.05,4157.68,4202.2,4153.5
5/17/2023,4158.77,4122.85,4164.67,4113.62
5/16/2023,4109.9,4127.95,4135.54,4109.86
5/15/2023,4136.28,4126.65,4141.25,4110.27
5/12/2023,4124.08,4138.54,4143.74,4099.12
5/11/2023,4130.62,4132.24,4132.8,4109.29
5/10/2023,4137.64,4143.74,4154.28,4098.92
5/9/2023,4119.17,4124.25,4130.35,4116.65
5/8/2023,4138.12,4136.98,4142.3,4123.81
5/5/2023,4136.25,4084.73,4147.02,4084.73
5/4/2023,4061.22,4082.55,4082.61,4048.28
5/3/2023,4090.75,4122.25,4148.3,4088.86
5/2/2023,4119.58,4164.1,4164.1,4089.72
5/1/2023,4167.87,4166.79,4186.92,4164.12
4/28/2023,4169.48,4129.63,4170.06,4127.18
4/27/2023,4135.35,4075.29,4138.24,4075.29
4/26/2023,4055.99,4087.78,4089.67,4049.35
4/25/2023,4071.63,4126.43,4126.43,4071.38
4/24/2023,4137.04,4132.07,4142.41,4117.77
4/21/2023,4133.52,4132.14,4138.02,4113.86
4/20/2023,4129.79,4130.48,4148.57,4114.57
4/19/2023,4154.52,4139.33,4162.57,4134.49
4/18/2023,4154.87,4164.26,4169.48,4140.36
4/17/2023,4151.32,4137.17,4151.72,4123.18
4/14/2023,4137.64,4140.11,4163.19,4113.2
4/13/2023,4146.22,4100.04,4150.26,4099.4
4/12/2023,4091.95,4121.72,4134.37,4086.94
4/11/2023,4108.94,4110.29,4124.26,4102.61
4/10/2023,4109.11,4085.2,4109.5,4072.55
4/6/2023,4105.02,4081.15,4107.32,4069.84
4/5/2023,4090.38,4094.5,4099.69,4072.56
4/4/2023,4100.6,4128.03,4133.13,4086.87
4/3/2023,4124.51,4102.2,4127.66,4098.79
3/31/2023,4109.31,4056.18,4110.75,4056.18
3/30/2023,4050.83,4046.74,4057.85,4032.1
3/29/2023,4027.81,3999.53,4030.59,3999.53
3/28/2023,3971.27,3974.13,3979.2,3951.53
3/27/2023,3977.53,3982.93,4003.83,3970.49
3/24/2023,3970.99,3939.21,3972.74,3909.16
3/23/2023,3948.72,3959.21,4007.66,3919.05
3/22/2023,3936.97,4002.04,4039.49,3936.17
3/21/2023,4002.87,3975.89,4009.08,3971.19
3/20/2023,3951.57,3917.47,3956.62,3916.89
3/17/2023,3916.64,3958.69,3958.91,3901.27
3/16/2023,3960.28,3878.93,3964.46,3864.11
3/15/2023,3891.93,3876.74,3894.26,3838.24
3/14/2023,3919.29,3894.01,3937.29,3873.63
3/13/2023,3855.76,3835.12,3905.05,3808.86
3/10/2023,3861.59,3912.77,3934.05,3846.32
3/9/2023,3918.32,3998.66,4017.81,3908.7
3/8/2023,3992.01,3987.55,4000.41,3969.76
3/7/2023,3986.37,4048.26,4050,3980.31
3/6/2023,4048.42,4055.15,4078.49,4044.61
3/3/2023,4045.64,3998.02,4048.29,3995.17
3/2/2023,3981.35,3938.68,3990.84,3928.16
3/1/2023,3951.39,3963.34,3971.73,3939.05
2/28/2023,3970.15,3977.19,3997.5,3968.98
2/27/2023,3982.24,3992.36,4018.05,3973.55
2/24/2023,3970.04,3973.24,3978.25,3943.08
2/23/2023,4012.32,4018.6,4028.3,3969.19
2/22/2023,3991.05,4001.83,4017.37,3976.9
2/21/2023,3997.34,4052.35,4052.35,3995.19
2/17/2023,4079.09,4077.39,4081.51,4047.95
2/16/2023,4090.41,4114.75,4136.54,4089.49
2/15/2023,4147.6,4119.5,4148.11,4103.98
2/14/2023,4136.13,4126.7,4159.77,4095.01
2/13/2023,4137.29,4096.62,4138.9,4092.67
2/10/2023,4090.46,4068.92,4094.36,4060.79
2/9/2023,4081.5,4144.25,4156.23,4069.67
2/8/2023,4117.86,4153.47,4156.85,4111.67
2/7/2023,4164,4105.35,4176.54,4088.39
2/6/2023,4111.08,4119.57,4124.63,4093.38
2/3/2023,4136.48,4136.69,4182.36,4123.36
2/2/2023,4179.76,4158.68,4195.44,4141.88
2/1/2023,4119.21,4070.07,4148.95,4037.2
1/31/2023,4076.6,4020.85,4077.16,4020.44
1/30/2023,4017.77,4049.27,4063.85,4015.55
1/27/2023,4070.56,4053.72,4094.21,4048.7
1/26/2023,4060.43,4036.08,4061.57,4013.29
1/25/2023,4016.22,3982.71,4019.55,3949.06
1/24/2023,4016.95,4001.74,4023.92,3989.79
1/23/2023,4019.81,3978.14,4039.31,3971.64
1/20/2023,3972.61,3909.04,3972.96,3897.86
1/19/2023,3898.85,3911.84,3922.94,3885.54
1/18/2023,3928.86,4002.25,4014.16,3926.59
1/17/2023,3990.97,3999.28,4015.39,3984.57
1/13/2023,3999.09,3960.6,4003.95,3947.67
1/12/2023,3983.17,3977.57,3997.76,3937.56
1/11/2023,3969.61,3932.35,3970.07,3928.54
1/10/2023,3919.25,3888.57,3919.83,3877.29
1/9/2023,3892.09,3910.82,3950.57,3890.42
1/6/2023,3895.08,3823.37,3906.19,3809.56
1/5/2023,3808.1,3839.74,3839.74,3802.42
1/4/2023,3852.97,3840.36,3873.16,3815.77
1/3/2023,3824.14,3853.29,3878.46,3794.33
12/30/2022,3839.5,3829.06,3839.85,3800.34
12/29/2022,3849.28,3805.45,3858.19,3805.45
12/28/2022,3783.22,3829.56,3848.32,3780.78
12/27/2022,3829.25,3843.34,3846.65,3813.22
12/23/2022,3844.82,3815.11,3845.8,3797.01
12/22/2022,3822.39,3853.26,3853.26,3764.49
12/21/2022,3878.44,3839.49,3889.82,3839.49
12/20/2022,3821.62,3810.47,3838.24,3795.62
12/19/2022,3817.66,3853.79,3854.86,3800.04
12/16/2022,3852.36,3890.91,3890.91,3827.91
12/15/2022,3895.75,3958.37,3958.37,3879.45
12/14/2022,3995.32,4015.54,4053.76,3965.65
12/13/2022,4019.65,4069.38,4100.96,3993.03
12/12/2022,3990.56,3939.29,3990.71,3935.3
12/9/2022,3934.38,3954.17,3977.02,3933.04
12/8/2022,3963.51,3947.79,3974.19,3935.83
12/7/2022,3933.92,3933.28,3957.57,3922.68
12/6/2022,3941.26,3996.63,4001.51,3918.39
12/5/2022,3998.84,4052.02,4052.45,3984.49
12/2/2022,4071.7,4040.17,4080.48,4026.63
12/1/2022,4076.57,4087.14,4100.51,4050.87
11/30/2022,4080.11,3957.18,4080.11,3938.58
11/29/2022,3957.63,3964.19,3976.77,3937.65
11/28/2022,3963.94,4005.36,4012.27,3955.77
11/25/2022,4026.12,4023.34,4034.02,4020.76
11/23/2022,4027.26,4000.3,4033.78,3998.66
11/22/2022,4003.58,3965.51,4005.88,3956.88
11/21/2022,3949.94,3956.23,3962,3933.34
11/18/2022,3965.34,3966.39,3979.89,3935.98
11/17/2022,3946.56,3919.26,3954.33,3906.54
11/16/2022,3958.79,3976.82,3983.09,3954.34
11/15/2022,3991.73,4006.41,4028.84,3953.17
11/14/2022,3957.25,3977.97,4008.97,3956.4
11/11/2022,3992.93,3963.72,4001.48,3944.82
11/10/2022,3956.37,3859.89,3958.33,3859.89
11/9/2022,3748.57,3810.94,3818.2,3744.22
11/8/2022,3828.11,3817.02,3859.4,3786.28
11/7/2022,3806.8,3780.71,3813.95,3764.7
11/4/2022,3770.55,3766.98,3796.34,3708.84
11/3/2022,3719.89,3733.25,3750.59,3698.15
11/2/2022,3759.69,3852.9,3894.44,3758.68
11/1/2022,3856.1,3901.79,3911.79,3843.8
10/31/2022,3871.98,3881.85,3893.73,3863.18
10/28/2022,3901.06,3808.26,3905.42,3808.26
10/27/2022,3807.3,3834.69,3859.95,3803.79
10/26/2022,3830.6,3825.97,3886.15,3824.07
10/25/2022,3859.11,3799.44,3862.85,3799.44
10/24/2022,3797.34,3762.01,3810.74,3741.65
10/21/2022,3752.75,3657.1,3757.89,3647.42
10/20/2022,3665.78,3689.05,3736,3656.44
10/19/2022,3695.16,3703.11,3728.58,3666.51
10/18/2022,3719.98,3746.26,3762.79,3686.53
10/17/2022,3677.95,3638.65,3689.73,3638.65
10/14/2022,3583.07,3690.41,3712,3579.68
10/13/2022,3669.91,3520.37,3685.41,3491.58
10/12/2022,3577.03,3590.83,3608.34,3573.86
10/11/2022,3588.84,3595.86,3640.66,3568.45
10/10/2022,3612.39,3647.51,3652.17,3588.1
10/7/2022,3639.66,3706.74,3706.74,3620.73
10/6/2022,3744.52,3771.97,3797.93,3739.22
10/5/2022,3783.28,3753.25,3806.91,3722.66
10/4/2022,3790.93,3726.46,3791.92,3726.46
10/3/2022,3678.43,3609.78,3698.35,3604.93
9/30/2022,3585.62,3633.48,3671.44,3584.13
9/29/2022,3640.47,3687.01,3687.01,3610.4
9/28/2022,3719.04,3651.94,3736.74,3640.61
9/27/2022,3647.29,3686.44,3717.53,3623.29
9/26/2022,3655.04,3682.72,3715.67,3644.76
9/23/2022,3693.23,3727.14,3727.14,3647.47
9/22/2022,3757.99,3782.36,3790.9,3749.45
9/21/2022,3789.93,3871.4,3907.07,3789.49
9/20/2022,3855.93,3875.23,3876.01,3827.54
9/19/2022,3899.89,3849.91,3900.45,3838.5
9/16/2022,3873.33,3880.95,3880.95,3837.08
9/15/2022,3901.35,3932.41,3959.14,3888.28
9/14/2022,3946.01,3940.73,3961.94,3912.18
9/13/2022,3932.69,4037.12,4037.12,3921.28
9/12/2022,4110.41,4083.67,4119.28,4083.67
9/9/2022,4067.36,4022.94,4076.81,4022.94
9/8/2022,4006.18,3959.94,4010.5,3944.81
9/7/2022,3979.87,3909.43,3987.89,3906.03
9/6/2022,3908.19,3930.89,3942.55,3886.75
9/2/2022,3924.26,3994.66,4018.43,3906.21
9/1/2022,3966.85,3936.73,3970.23,3903.65
8/31/2022,3955,4000.67,4015.37,3954.53
8/30/2022,3986.16,4041.25,4044.98,3965.21
8/29/2022,4030.61,4034.58,4062.99,4017.42
8/26/2022,4057.66,4198.74,4203.04,4057.66
8/25/2022,4199.12,4153.26,4200.54,4147.59
8/24/2022,4140.77,4126.55,4156.56,4119.97
8/23/2022,4128.73,4133.09,4159.77,4124.03
8/22/2022,4137.99,4195.08,4195.08,4129.86
8/19/2022,4228.48,4266.31,4266.31,4218.7
8/18/2022,4283.74,4273.13,4292.53,4261.98
8/17/2022,4274.04,4280.4,4302.18,4253.08
8/16/2022,4305.2,4290.46,4325.28,4277.77
8/15/2022,4297.14,4269.37,4301.79,4256.9
8/12/2022,4280.15,4225.02,4280.47,4219.78
8/11/2022,4207.27,4227.4,4257.91,4201.41
8/10/2022,4210.24,4181.02,4211.03,4177.26
8/9/2022,4122.47,4133.11,4137.3,4112.09
8/8/2022,4140.06,4155.93,4186.62,4128.97
8/5/2022,4145.19,4115.87,4151.58,4107.31
8/4/2022,4151.94,4154.85,4161.29,4135.42
8/3/2022,4155.17,4107.96,4167.66,4107.96
8/2/2022,4091.19,4104.21,4140.47,4079.81
8/1/2022,4118.63,4112.38,4144.95,4096.02
7/29/2022,4130.29,4087.33,4140.15,4079.22
7/28/2022,4072.43,4026.13,4078.95,3992.97
7/27/2022,4023.61,3951.43,4039.56,3951.43
7/26/2022,3921.05,3953.22,3953.22,3910.74
7/25/2022,3966.84,3965.72,3975.3,3943.46
7/22/2022,3961.63,3998.43,4012.44,3938.86
7/21/2022,3998.95,3955.47,3999.29,3927.64
7/20/2022,3959.9,3935.32,3974.13,3922.03
7/19/2022,3936.69,3860.73,3939.81,3860.73
7/18/2022,3830.85,3883.79,3902.44,3818.63
7/15/2022,3863.16,3818,3863.62,3817.18
7/14/2022,3790.38,3763.99,3796.41,3721.56
7/13/2022,3801.78,3779.67,3829.44,3759.07
7/12/2022,3818.8,3851.95,3873.41,3802.36
7/11/2022,3854.43,3880.94,3880.94,3847.22
7/8/2022,3899.38,3888.26,3918.5,3869.34
7/7/2022,3902.62,3858.85,3910.63,3858.85
7/6/2022,3845.08,3831.98,3870.91,3809.37
7/5/2022,3831.39,3792.61,3832.19,3742.06
7/1/2022,3825.33,3781,3829.82,3752.1
6/30/2022,3785.38,3785.99,3818.99,3738.67
6/29/2022,3818.83,3825.09,3836.5,3799.02
6/28/2022,3821.55,3913,3945.86,3820.14
6/27/2022,3900.11,3920.76,3927.72,3889.66
6/24/2022,3911.74,3821.75,3913.65,3821.75
6/23/2022,3795.73,3774.71,3802.58,3743.52
6/22/2022,3759.89,3733.89,3801.79,3717.69
6/21/2022,3764.79,3715.31,3779.65,3715.31
6/17/2022,3674.84,3665.9,3707.71,3636.87
6/16/2022,3666.77,3728.18,3728.18,3639.77
6/15/2022,3789.99,3764.05,3837.56,3722.3
6/14/2022,3735.48,3763.52,3778.18,3705.68
6/13/2022,3749.63,3838.15,3838.15,3734.3
6/10/2022,3900.86,3974.39,3974.39,3900.16
6/9/2022,4017.82,4101.65,4119.1,4017.17
6/8/2022,4115.77,4147.12,4160.14,4107.2
6/7/2022,4160.68,4096.47,4164.86,4080.19
6/6/2022,4121.43,4134.72,4168.78,4109.18
6/3/2022,4108.54,4137.57,4142.67,4098.67
6/2/2022,4176.82,4095.41,4177.51,4074.37
6/1/2022,4101.23,4149.78,4166.54,4073.85
5/31/2022,4132.15,4151.09,4168.34,4104.88
5/27/2022,4158.24,4077.43,4158.49,4077.43
5/26/2022,4057.84,3984.6,4075.14,3984.6
5/25/2022,3978.73,3929.59,3999.33,3925.03
5/24/2022,3941.48,3942.94,3955.68,3875.13
5/23/2022,3973.75,3927.02,3981.88,3909.04
5/20/2022,3901.36,3927.76,3943.42,3810.32
5/19/2022,3900.79,3899,3945.96,3876.58
5/18/2022,3923.68,4051.98,4051.98,3911.91
5/17/2022,4088.85,4052,4090.72,4033.93
5/16/2022,4008.01,4013.02,4046.46,3983.99
5/13/2022,4023.89,3963.9,4038.88,3963.9
5/12/2022,3930.08,3903.95,3964.8,3858.87
5/11/2022,3935.18,3990.08,4049.09,3928.82
5/10/2022,4001.05,4035.18,4068.82,3958.17
5/9/2022,3991.24,4081.27,4081.27,3975.48
5/6/2022,4123.34,4128.17,4157.69,4067.91
5/5/2022,4146.87,4270.43,4270.43,4106.01
5/4/2022,4300.17,4181.18,4307.66,4148.91
5/3/2022,4175.48,4159.78,4200.1,4147.08
5/2/2022,4155.38,4130.61,4169.81,4062.51
4/29/2022,4131.93,4253.75,4269.68,4124.28
4/28/2022,4287.5,4222.58,4308.45,4188.63
4/27/2022,4183.96,4186.52,4240.71,4162.9
4/26/2022,4175.2,4278.14,4278.14,4175.04
4/25/2022,4296.12,4255.34,4299.02,4200.82
4/22/2022,4271.78,4385.83,4385.83,4267.62
4/21/2022,4393.66,4489.17,4512.94,4384.47
4/20/2022,4459.45,4472.26,4488.29,4448.76
4/19/2022,4462.21,4390.63,4471.03,4390.63
4/18/2022,4391.69,4385.63,4410.31,4370.3
4/14/2022,4392.59,4449.12,4460.46,4390.77
