unix,date,symbol,open,high,low,close,Volume DOGE,Volume USD
1.68877E+12,7/8/2023 0:00,DOGE/USD,0.06535,0.06605,0.06494,0.06569,570386.9248,37468.71709
1.68869E+12,7/7/2023 0:00,DOGE/USD,0.06486,0.0664,0.0642,0.06535,1009511.322,65971.5649
1.6886E+12,7/6/2023 0:00,DOGE/USD,0.06711,0.06854,0.06471,0.06486,1941872.217,125949.832
1.68852E+12,7/5/2023 0:00,DOGE/USD,0.06896,0.06926,0.06567,0.06711,2008261.685,134774.4417
1.68843E+12,7/4/2023 0:00,DOGE/USD,0.06842,0.07181,0.06771,0.06896,1990944.051,137295.5017
1.68834E+12,7/3/2023 0:00,DOGE/USD,0.06801,0.06875,0.06731,0.06842,1624958.957,111179.6919
1.68826E+12,7/2/2023 0:00,DOGE/USD,0.06842,0.06907,0.06605,0.06801,1196823.671,81395.9779
1.68817E+12,7/1/2023 0:00,DOGE/USD,0.06652,0.07129,0.06643,0.06842,2625116.472,179610.469
1.68808E+12,6/30/2023 0:00,DOGE/USD,0.06334,0.06686,0.06113,0.06652,1674962.784,111418.5244
1.688E+12,6/29/2023 0:00,DOGE/USD,0.06259,0.06403,0.06243,0.06334,1810204.506,114658.3534
1.68791E+12,6/28/2023 0:00,DOGE/USD,0.06559,0.06764,0.0602,0.06259,2161237.6,135271.8614
1.68782E+12,6/27/2023 0:00,DOGE/USD,0.06471,0.06577,0.0645,0.06559,1452072.923,95241.46305
1.68774E+12,6/26/2023 0:00,DOGE/USD,0.06674,0.06674,0.06328,0.06471,1539904.587,99647.22585
1.68765E+12,6/25/2023 0:00,DOGE/USD,0.0667,0.068,0.06644,0.06674,300792.1957,20074.87114
1.68756E+12,6/24/2023 0:00,DOGE/USD,0.06822,0.06833,0.06517,0.0667,1224828.484,81696.05986
1.68748E+12,6/23/2023 0:00,DOGE/USD,0.06561,0.07014,0.0655,0.06822,1913500.446,130539.0004
1.68739E+12,6/22/2023 0:00,DOGE/USD,0.06566,0.06933,0.06513,0.06561,2625745.45,172275.159
1.68731E+12,6/21/2023 0:00,DOGE/USD,0.06309,0.0667,0.06286,0.06566,1551077.045,101843.7188
1.68722E+12,6/20/2023 0:00,DOGE/USD,0.06236,0.06309,0.06076,0.06309,1709608.864,107859.2232
1.68713E+12,6/19/2023 0:00,DOGE/USD,0.06212,0.06267,0.06172,0.06236,1163444.01,72552.36849
1.68705E+12,6/18/2023 0:00,DOGE/USD,0.0622,0.06391,0.06109,0.06212,3599541.468,223603.516
1.68696E+12,6/17/2023 0:00,DOGE/USD,0.06207,0.06285,0.0617,0.0622,1583926.329,98520.21768
1.68687E+12,6/16/2023 0:00,DOGE/USD,0.06151,0.06274,0.06079,0.06207,3541232.849,219804.3229
1.68679E+12,6/15/2023 0:00,DOGE/USD,0.06043,0.0619,0.05966,0.06151,1645222.597,101197.642
1.6867E+12,6/14/2023 0:00,DOGE/USD,0.06167,0.06215,0.05869,0.06043,6887125.216,416188.9768
1.68661E+12,6/13/2023 0:00,DOGE/USD,0.06144,0.06263,0.0605,0.06167,1625627.188,100252.4287
1.68653E+12,6/12/2023 0:00,DOGE/USD,0.06155,0.0617,0.05994,0.06144,1750073.432,107524.5117
1.68644E+12,6/11/2023 0:00,DOGE/USD,0.06181,0.06292,0.06107,0.06155,1891924.787,116447.9706
1.68636E+12,6/10/2023 0:00,DOGE/USD,0.06945,0.07142,0.05523,0.06181,13153115.73,812994.0834
1.68627E+12,6/9/2023 0:00,DOGE/USD,0.06794,0.07106,0.06754,0.06945,1953069.919,135640.7059
1.68618E+12,6/8/2023 0:00,DOGE/USD,0.06735,0.06843,0.06721,0.06794,1458397.398,99083.51921
1.6861E+12,6/7/2023 0:00,DOGE/USD,0.07037,0.07037,0.0668,0.06735,1896380.682,127721.239
1.68601E+12,6/6/2023 0:00,DOGE/USD,0.06666,0.07194,0.0659,0.07037,15100981.46,1062656.065
1.68592E+12,6/5/2023 0:00,DOGE/USD,0.0724,0.07257,0.06374,0.06666,14370775.36,957955.8855
1.68584E+12,6/4/2023 0:00,DOGE/USD,0.07262,0.07318,0.0724,0.0724,378510.0643,27404.12866
1.68575E+12,6/3/2023 0:00,DOGE/USD,0.07255,0.07298,0.07225,0.07262,570455.6423,41426.48875
1.68566E+12,6/2/2023 0:00,DOGE/USD,0.07147,0.0733,0.07098,0.07255,1010062.777,73280.05449
1.68558E+12,6/1/2023 0:00,DOGE/USD,0.07172,0.0722,0.07082,0.07147,360235.6161,25746.03948
1.68549E+12,5/31/2023 0:00,DOGE/USD,0.07237,0.07266,0.07063,0.07172,995245.1664,71378.98333
1.6854E+12,5/30/2023 0:00,DOGE/USD,0.07321,0.07336,0.072,0.07237,1689347.709,122258.0937
1.68532E+12,5/29/2023 0:00,DOGE/USD,0.07355,0.074,0.07265,0.07321,1529447.955,111970.8848
1.68523E+12,5/28/2023 0:00,DOGE/USD,0.07266,0.07396,0.07191,0.07355,5231375.845,384767.6934
1.68515E+12,5/27/2023 0:00,DOGE/USD,0.07099,0.07338,0.07086,0.07266,4814531.849,349823.8842
1.68506E+12,5/26/2023 0:00,DOGE/USD,0.07089,0.07139,0.07046,0.07099,876491.1708,62222.10821
1.68497E+12,5/25/2023 0:00,DOGE/USD,0.07074,0.07107,0.0689,0.07089,996767.6405,70660.85804
1.68489E+12,5/24/2023 0:00,DOGE/USD,0.07287,0.07287,0.06952,0.07074,6293276.471,445186.3775
1.6848E+12,5/23/2023 0:00,DOGE/USD,0.0729,0.07391,0.07248,0.07287,429315.9599,31284.254
1.68471E+12,5/22/2023 0:00,DOGE/USD,0.07216,0.07396,0.07076,0.0729,1427441.501,104060.4855
1.68463E+12,5/21/2023 0:00,DOGE/USD,0.07364,0.07401,0.07202,0.07216,877126.4499,63293.44462
1.68454E+12,5/20/2023 0:00,DOGE/USD,0.07352,0.07381,0.07317,0.07364,316390.1486,23298.97054
1.68445E+12,5/19/2023 0:00,DOGE/USD,0.07341,0.0741,0.07304,0.07352,776811.8468,57111.20698
1.68437E+12,5/18/2023 0:00,DOGE/USD,0.07489,0.07489,0.07169,0.07341,3392552.59,249047.2856
1.68428E+12,5/17/2023 0:00,DOGE/USD,0.07232,0.07542,0.07232,0.07489,1827751.489,136880.309
1.6842E+12,5/16/2023 0:00,DOGE/USD,0.07202,0.07318,0.07098,0.07232,1596049.859,115426.3258
1.68411E+12,5/15/2023 0:00,DOGE/USD,0.07197,0.07364,0.07094,0.07202,825209.2466,59431.56994
1.68402E+12,5/14/2023 0:00,DOGE/USD,0.07168,0.07263,0.07124,0.07197,534079.3136,38437.6882
1.68394E+12,5/13/2023 0:00,DOGE/USD,0.07243,0.07243,0.07137,0.07168,1277272.021,91554.85844
1.68385E+12,5/12/2023 0:00,DOGE/USD,0.07214,0.07264,0.06937,0.07243,3949133.549,286035.743
1.68376E+12,5/11/2023 0:00,DOGE/USD,0.07316,0.07316,0.06922,0.07214,2993508.268,215951.6864
1.68368E+12,5/10/2023 0:00,DOGE/USD,0.07322,0.07467,0.07063,0.07316,1782183.039,130384.5111
1.68359E+12,5/9/2023 0:00,DOGE/USD,0.07247,0.07333,0.07218,0.07322,2457237.818,179918.953
1.6835E+12,5/8/2023 0:00,DOGE/USD,0.07668,0.07719,0.06982,0.07247,4360769.694,316024.9797
1.68342E+12,5/7/2023 0:00,DOGE/USD,0.07693,0.07758,0.07635,0.07668,1548423.018,118733.077
1.68333E+12,5/6/2023 0:00,DOGE/USD,0.08026,0.08039,0.07599,0.07693,1244164.019,95713.53797
1.68324E+12,5/5/2023 0:00,DOGE/USD,0.07842,0.0815,0.07731,0.08026,2309194.823,185335.9765
1.68316E+12,5/4/2023 0:00,DOGE/USD,0.07961,0.07972,0.07796,0.07842,1267154.686,99370.27049
1.68307E+12,5/3/2023 0:00,DOGE/USD,0.07878,0.08058,0.07717,0.07961,1273128.736,101353.7787
1.68299E+12,5/2/2023 0:00,DOGE/USD,0.07889,0.07908,0.07757,0.07878,1875598.043,147759.6138
1.6829E+12,5/1/2023 0:00,DOGE/USD,0.07949,0.08003,0.07741,0.07889,2993084.64,236124.4473
1.68281E+12,4/30/2023 0:00,DOGE/USD,0.08155,0.08175,0.07939,0.07949,2482170.259,197307.7139
1.68273E+12,4/29/2023 0:00,DOGE/USD,0.08041,0.08198,0.08032,0.08155,1158761.142,94496.97111
1.68264E+12,4/28/2023 0:00,DOGE/USD,0.08013,0.08071,0.07909,0.08041,1439844.247,115777.8759
1.68255E+12,4/27/2023 0:00,DOGE/USD,0.07859,0.08093,0.07859,0.08013,5080138.092,407071.4653
1.68247E+12,4/26/2023 0:00,DOGE/USD,0.07976,0.08354,0.07494,0.07859,3195842.4,251161.2542
1.68238E+12,4/25/2023 0:00,DOGE/USD,0.07878,0.07996,0.0776,0.07976,6011053.192,479441.6026
1.68229E+12,4/24/2023 0:00,DOGE/USD,0.07884,0.08016,0.07734,0.07878,4099083.391,322925.7896
1.68221E+12,4/23/2023 0:00,DOGE/USD,0.08052,0.081,0.07668,0.07884,5141873.789,405385.3295
1.68212E+12,4/22/2023 0:00,DOGE/USD,0.07843,0.08114,0.07826,0.08052,11362177.84,914882.5598
1.68204E+12,4/21/2023 0:00,DOGE/USD,0.08368,0.08487,0.07617,0.07843,3807965.746,298658.7534
1.68195E+12,4/20/2023 0:00,DOGE/USD,0.08795,0.09335,0.08264,0.08368,10371001.27,867845.3867
1.68186E+12,4/19/2023 0:00,DOGE/USD,0.09407,0.09407,0.08535,0.08795,9669431.696,850426.5177
1.68178E+12,4/18/2023 0:00,DOGE/USD,0.0915,0.09499,0.08989,0.09407,3666467.308,344904.5797
1.68169E+12,4/17/2023 0:00,DOGE/USD,0.09046,0.09484,0.0882,0.0915,9476749.575,867122.5861
1.6816E+12,4/16/2023 0:00,DOGE/USD,0.08892,0.09168,0.0877,0.09046,2903803.886,262678.0995
1.68152E+12,4/15/2023 0:00,DOGE/USD,0.08878,0.09062,0.08747,0.08892,3241688.311,288250.9246
1.68143E+12,4/14/2023 0:00,DOGE/USD,0.08739,0.09144,0.0854,0.08878,6922692.809,614596.6676
1.68134E+12,4/13/2023 0:00,DOGE/USD,0.08345,0.08889,0.08298,0.08739,11369470.08,993577.9902
1.68126E+12,4/12/2023 0:00,DOGE/USD,0.08423,0.08504,0.08101,0.08345,4660998.169,388960.2972
1.68117E+12,4/11/2023 0:00,DOGE/USD,0.08486,0.08577,0.08377,0.08423,2453296.119,206641.1321
1.68108E+12,4/10/2023 0:00,DOGE/USD,0.08329,0.0854,0.08235,0.08486,3049778.103,258804.1698
1.681E+12,4/9/2023 0:00,DOGE/USD,0.08139,0.08392,0.08126,0.08329,1703110.358,141852.0617
1.68091E+12,4/8/2023 0:00,DOGE/USD,0.08234,0.08385,0.08062,0.08139,3656542.827,297606.0207
1.68083E+12,4/7/2023 0:00,DOGE/USD,0.08511,0.08619,0.08127,0.08234,6610679.375,544323.3397
1.68074E+12,4/6/2023 0:00,DOGE/USD,0.09269,0.0927,0.08436,0.08511,12890414.68,1097103.193
1.68065E+12,4/5/2023 0:00,DOGE/USD,0.09512,0.09902,0.09073,0.09269,10648296.28,986990.5821
1.68057E+12,4/4/2023 0:00,DOGE/USD,0.09602,0.10341,0.0902,0.09512,17320441.99,1647520.442
1.68048E+12,4/3/2023 0:00,DOGE/USD,0.07909,0.10493,0.076,0.09602,29143530.98,2798361.845
1.68039E+12,4/2/2023 0:00,DOGE/USD,0.0819,0.08564,0.0774,0.07909,9935011.32,785760.0453
1.68031E+12,4/1/2023 0:00,DOGE/USD,0.07694,0.08339,0.076,0.0819,10516424.4,861295.1585
1.68022E+12,3/31/2023 0:00,DOGE/USD,0.07386,0.07781,0.07345,0.07694,3461434.075,266322.7378
1.68013E+12,3/30/2023 0:00,DOGE/USD,0.0755,0.07671,0.07337,0.07386,1287965.873,95129.15936
1.68005E+12,3/29/2023 0:00,DOGE/USD,0.07393,0.07681,0.0736,0.0755,2934203.588,221532.3709
1.67996E+12,3/28/2023 0:00,DOGE/USD,0.07284,0.074,0.07174,0.07393,2499828.16,184812.2959
1.67988E+12,3/27/2023 0:00,DOGE/USD,0.07435,0.07607,0.0714,0.07284,4244316.254,309155.996
1.67979E+12,3/26/2023 0:00,DOGE/USD,0.07402,0.07535,0.07345,0.07435,2434099.759,180975.3171
1.6797E+12,3/25/2023 0:00,DOGE/USD,0.07445,0.076,0.07264,0.07402,9278715.139,686810.4946
1.67962E+12,3/24/2023 0:00,DOGE/USD,0.07751,0.07754,0.07308,0.07445,5805696.607,432234.1124
1.67953E+12,3/23/2023 0:00,DOGE/USD,0.07401,0.07927,0.07331,0.07751,4713645.643,365354.6738
1.67944E+12,3/22/2023 0:00,DOGE/USD,0.07693,0.07814,0.07178,0.07401,12742197.25,943050.0182
1.67936E+12,3/21/2023 0:00,DOGE/USD,0.07148,0.0779,0.07068,0.07693,3497249.887,269043.4338
1.67927E+12,3/20/2023 0:00,DOGE/USD,0.07457,0.07575,0.0707,0.07148,6834366.62,488520.526
1.67918E+12,3/19/2023 0:00,DOGE/USD,0.0728,0.07674,0.0728,0.07457,1146950.795,85528.12076
1.6791E+12,3/18/2023 0:00,DOGE/USD,0.07646,0.07899,0.07277,0.0728,2953941.383,215046.9327
1.67901E+12,3/17/2023 0:00,DOGE/USD,0.07269,0.07747,0.07173,0.07646,3952079.219,302175.9771
1.67892E+12,3/16/2023 0:00,DOGE/USD,0.07012,0.07421,0.06916,0.07269,2172915.297,157949.2129
1.67884E+12,3/15/2023 0:00,DOGE/USD,0.07473,0.07611,0.06763,0.07012,2012922.482,141146.1244
1.67875E+12,3/14/2023 0:00,DOGE/USD,0.07317,0.07773,0.07187,0.07473,3731794.24,278876.9835
1.67867E+12,3/13/2023 0:00,DOGE/USD,0.07124,0.07498,0.06903,0.07317,13405417.49,980874.3975
1.67858E+12,3/12/2023 0:00,DOGE/USD,0.06747,0.07309,0.06624,0.07124,18624956.3,1326841.887
1.67849E+12,3/11/2023 0:00,DOGE/USD,0.06603,0.07072,0.06488,0.06747,15936495.33,1075235.34
1.67841E+12,3/10/2023 0:00,DOGE/USD,0.06591,0.06612,0.06265,0.06603,4069752.672,268725.769
1.67832E+12,3/9/2023 0:00,DOGE/USD,0.07111,0.07217,0.06373,0.06591,14328306.38,944378.6734
1.67823E+12,3/8/2023 0:00,DOGE/USD,0.074,0.07436,0.06995,0.07111,21997832.65,1564265.88
1.67815E+12,3/7/2023 0:00,DOGE/USD,0.07467,0.07595,0.0725,0.074,10130332.26,749644.5869
1.67806E+12,3/6/2023 0:00,DOGE/USD,0.07476,0.0751,0.07321,0.07467,1374465.14,102631.312
1.67797E+12,3/5/2023 0:00,DOGE/USD,0.07459,0.07596,0.07434,0.07476,1845523.468,137971.3345
1.67789E+12,3/4/2023 0:00,DOGE/USD,0.07683,0.07717,0.07257,0.07459,3355789.786,250308.3601
1.6778E+12,3/3/2023 0:00,DOGE/USD,0.08055,0.08057,0.072,0.07683,15826168.29,1215924.51
1.67772E+12,3/2/2023 0:00,DOGE/USD,0.08197,0.08221,0.07964,0.08055,1516453.331,122150.3158
1.67763E+12,3/1/2023 0:00,DOGE/USD,0.08082,0.08275,0.08042,0.08197,1948297.625,159701.9563
1.67754E+12,2/28/2023 0:00,DOGE/USD,0.08136,0.083,0.07995,0.08082,10638714.7,859820.9223
1.67746E+12,2/27/2023 0:00,DOGE/USD,0.08225,0.08225,0.07989,0.08136,4173067.851,339520.8004
1.67737E+12,2/26/2023 0:00,DOGE/USD,0.08074,0.0826,0.08047,0.08225,1681545.872,138307.148
1.67728E+12,2/25/2023 0:00,DOGE/USD,0.08089,0.08215,0.0785,0.08074,1845987.023,149044.9923
1.6772E+12,2/24/2023 0:00,DOGE/USD,0.08422,0.08489,0.07939,0.08089,22331797.78,1806419.123
1.67711E+12,2/23/2023 0:00,DOGE/USD,0.08549,0.08636,0.08357,0.08422,1945002.534,163808.1134
1.67702E+12,2/22/2023 0:00,DOGE/USD,0.08544,0.08867,0.083,0.08549,8299641.224,709536.3282
1.67694E+12,2/21/2023 0:00,DOGE/USD,0.0883,0.08888,0.08434,0.08544,3302419.028,282158.6817
1.67685E+12,2/20/2023 0:00,DOGE/USD,0.08709,0.08867,0.08517,0.0883,1425621.937,125882.417
1.67676E+12,2/19/2023 0:00,DOGE/USD,0.08886,0.09004,0.08569,0.08709,3064075.847,266850.3656
1.67668E+12,2/18/2023 0:00,DOGE/USD,0.08768,0.09039,0.0868,0.08886,2763624.328,245575.6578
1.67659E+12,2/17/2023 0:00,DOGE/USD,0.08487,0.08845,0.08436,0.08768,3378838.98,296256.6018
1.67651E+12,2/16/2023 0:00,DOGE/USD,0.08933,0.09197,0.08475,0.08487,22425152.99,1903222.734
1.67642E+12,2/15/2023 0:00,DOGE/USD,0.08354,0.0895,0.08265,0.08933,13560508.33,1211360.209
1.67633E+12,2/14/2023 0:00,DOGE/USD,0.08213,0.08374,0.08071,0.08354,2773840.88,231726.6671
1.67625E+12,2/13/2023 0:00,DOGE/USD,0.08214,0.0864,0.07949,0.08213,15318152.89,1258079.897
1.67616E+12,2/12/2023 0:00,DOGE/USD,0.08233,0.08575,0.08127,0.08214,3811595.368,313084.4435
1.67607E+12,2/11/2023 0:00,DOGE/USD,0.08103,0.08257,0.08061,0.08233,1458767.133,120100.298
1.67599E+12,2/10/2023 0:00,DOGE/USD,0.08134,0.08296,0.07931,0.08103,8207994.924,665093.8287
1.6759E+12,2/9/2023 0:00,DOGE/USD,0.09016,0.09074,0.07886,0.08134,19664481.55,1599508.93
1.67581E+12,2/8/2023 0:00,DOGE/USD,0.0926,0.09337,0.08848,0.09016,1615741.261,145675.2321
1.67573E+12,2/7/2023 0:00,DOGE/USD,0.08955,0.09271,0.08942,0.0926,2857234.715,264579.9346
1.67564E+12,2/6/2023 0:00,DOGE/USD,0.0921,0.09324,0.08875,0.08955,2184816.391,195650.3078
1.67556E+12,2/5/2023 0:00,DOGE/USD,0.09557,0.097,0.0905,0.0921,4529012.392,417122.0413
1.67547E+12,2/4/2023 0:00,DOGE/USD,0.09302,0.0997,0.09259,0.09557,6952579.144,664457.9888
1.67538E+12,2/3/2023 0:00,DOGE/USD,0.09075,0.09332,0.09042,0.09302,3525382.702,327931.0989
1.6753E+12,2/2/2023 0:00,DOGE/USD,0.09401,0.09595,0.0901,0.09075,4191923.166,380417.0273
1.67521E+12,2/1/2023 0:00,DOGE/USD,0.0962,0.09708,0.08819,0.09401,5416361.27,509192.123
1.67512E+12,1/31/2023 0:00,DOGE/USD,0.08833,0.09765,0.08823,0.0962,11324559.05,1089422.581
1.67504E+12,1/30/2023 0:00,DOGE/USD,0.09022,0.09428,0.08454,0.08833,4751922.344,419737.3006
1.67495E+12,1/29/2023 0:00,DOGE/USD,0.0879,0.091,0.08735,0.09022,2774244.428,250292.3323
1.67486E+12,1/28/2023 0:00,DOGE/USD,0.08728,0.09363,0.08689,0.0879,3154125.37,277247.62
1.67478E+12,1/27/2023 0:00,DOGE/USD,0.0863,0.08803,0.08362,0.08728,2600976.081,227013.1923
1.67469E+12,1/26/2023 0:00,DOGE/USD,0.08661,0.08764,0.08474,0.0863,2117950.041,182779.0886
1.6746E+12,1/25/2023 0:00,DOGE/USD,0.08373,0.08811,0.08169,0.08661,2325289.054,201393.285
1.67452E+12,1/24/2023 0:00,DOGE/USD,0.08856,0.09079,0.0825,0.08373,4816577.242,403292.0125
1.67443E+12,1/23/2023 0:00,DOGE/USD,0.08847,0.0915,0.08629,0.08856,3117088.427,276049.3511
1.67435E+12,1/22/2023 0:00,DOGE/USD,0.08465,0.09332,0.08439,0.08847,6627183.398,586306.9152
1.67426E+12,1/21/2023 0:00,DOGE/USD,0.08642,0.089,0.08437,0.08465,7230903.608,612095.9904
1.67417E+12,1/20/2023 0:00,DOGE/USD,0.08164,0.087,0.08064,0.08642,3213552.292,277715.1891
1.67409E+12,1/19/2023 0:00,DOGE/USD,0.08005,0.08212,0.07977,0.08164,1684047.588,137485.6451
1.674E+12,1/18/2023 0:00,DOGE/USD,0.08276,0.0896,0.0775,0.08005,6276474.036,502431.7466
1.67391E+12,1/17/2023 0:00,DOGE/USD,0.08366,0.08489,0.08198,0.08276,2680526.228,221840.3507
1.67383E+12,1/16/2023 0:00,DOGE/USD,0.08624,0.08821,0.08167,0.08366,2683294.312,224484.4021
1.67374E+12,1/15/2023 0:00,DOGE/USD,0.08736,0.08778,0.08291,0.08624,2185111.534,188444.0187
1.67365E+12,1/14/2023 0:00,DOGE/USD,0.08459,0.09257,0.08262,0.08736,7049633.412,615855.9748
1.67357E+12,1/13/2023 0:00,DOGE/USD,0.08036,0.08531,0.07876,0.08459,4054605.209,342979.0546
1.67348E+12,1/12/2023 0:00,DOGE/USD,0.07821,0.08124,0.075,0.08036,5332888.951,428550.9561
1.6734E+12,1/11/2023 0:00,DOGE/USD,0.07783,0.07854,0.07467,0.07821,1373791.977,107444.2706
1.67331E+12,1/10/2023 0:00,DOGE/USD,0.07573,0.07786,0.07377,0.07783,1938088.635,150841.4385
1.67322E+12,1/9/2023 0:00,DOGE/USD,0.07354,0.0795,0.07303,0.07573,5327518.456,403452.9727
1.67314E+12,1/8/2023 0:00,DOGE/USD,0.07215,0.07391,0.0712,0.07354,2885013.959,212163.9266
1.67305E+12,1/7/2023 0:00,DOGE/USD,0.0724,0.0729,0.07175,0.07215,1405782.107,101427.179
1.67296E+12,1/6/2023 0:00,DOGE/USD,0.0714,0.07266,0.06958,0.0724,1591503.997,115224.8894
1.67288E+12,1/5/2023 0:00,DOGE/USD,0.07329,0.07514,0.07044,0.0714,2188360.675,156248.9522
1.6728E+12,1/4/2023 4:00,DOGE/USD,0.07262,0.0745,0.0715,0.074,2838221.854,210028.4172
1.67279E+12,1/4/2023 0:00,DOGE/USD,0.07053,0.0735,0.07026,0.07329,2926843.447,214508.3562
1.67272E+12,1/3/2023 4:00,DOGE/USD,0.07162,0.07282,0.06944,0.07262,2676997.383,194403.5499
1.6727E+12,1/3/2023 0:00,DOGE/USD,0.07139,0.07242,0.06944,0.07053,3951694.301,278712.9991
1.67263E+12,1/2/2023 4:00,DOGE/USD,0.07003,0.07359,0.06984,0.07162,4102858.847,293846.7506
1.67262E+12,1/2/2023 0:00,DOGE/USD,0.07005,0.07359,0.06916,0.07139,2797927.622,199744.053
1.67255E+12,1/1/2023 4:00,DOGE/USD,0.06973,0.07076,0.06906,0.07003,1253998.453,87817.51163
1.67253E+12,1/1/2023 0:00,DOGE/USD,0.07015,0.07076,0.06906,0.07005,1011567.094,70860.27494
1.67246E+12,12/31/2022 4:00,DOGE/USD,0.06825,0.07126,0.06805,0.06973,1699541.458,118509.0259
1.67244E+12,12/31/2022 0:00,DOGE/USD,0.0683,0.07126,0.0679,0.07015,2005219.473,140666.146
1.67237E+12,12/30/2022 4:00,DOGE/USD,0.07044,0.0706,0.06603,0.06825,4287964.753,292653.5944
1.67236E+12,12/30/2022 0:00,DOGE/USD,0.07101,0.07133,0.06603,0.0683,4177857.26,285347.6508
1.67229E+12,12/29/2022 4:00,DOGE/USD,0.07059,0.0715,0.06942,0.07044,7939363.791,559248.7855
1.67227E+12,12/29/2022 0:00,DOGE/USD,0.07035,0.0715,0.06942,0.07101,7812337.066,554754.055
1.6722E+12,12/28/2022 4:00,DOGE/USD,0.07174,0.07258,0.06967,0.07059,3932610.731,277602.9915
1.67219E+12,12/28/2022 0:00,DOGE/USD,0.07369,0.07374,0.06967,0.07035,4765827.179,335275.942
1.67211E+12,12/27/2022 4:00,DOGE/USD,0.0751,0.0753,0.07069,0.07174,2376454.098,170486.817
1.6721E+12,12/27/2022 0:00,DOGE/USD,0.07585,0.07605,0.0725,0.07369,1565316.106,115348.1438
1.67203E+12,12/26/2022 4:00,DOGE/USD,0.07632,0.07634,0.07423,0.0751,1495496.298,112311.772
1.67201E+12,12/26/2022 0:00,DOGE/USD,0.07601,0.0765,0.07423,0.07585,1581234.998,119936.6746
1.67194E+12,12/25/2022 4:00,DOGE/USD,0.0771,0.07723,0.07344,0.07632,1430867.986,109203.8447
1.67193E+12,12/25/2022 0:00,DOGE/USD,0.07753,0.07769,0.07344,0.07601,1253719.104,95295.18912
1.67185E+12,12/24/2022 4:00,DOGE/USD,0.07744,0.07807,0.07679,0.0771,899631.4239,69361.58278
1.67184E+12,12/24/2022 0:00,DOGE/USD,0.07723,0.07807,0.07679,0.07753,919779.0463,71310.46946
1.67177E+12,12/23/2022 4:00,DOGE/USD,0.07791,0.07892,0.07631,0.07744,2132987.333,165178.5391
1.67175E+12,12/23/2022 0:00,DOGE/USD,0.07691,0.07892,0.07631,0.07723,2393035.115,184814.102
1.67168E+12,12/22/2022 4:00,DOGE/USD,0.07375,0.07867,0.07375,0.07791,937891.6731,73071.14025
1.67167E+12,12/22/2022 0:00,DOGE/USD,0.07378,0.07769,0.07325,0.07691,2390140.242,183825.686
1.6716E+12,12/21/2022 4:00,DOGE/USD,0.07311,0.07429,0.07139,0.07375,1535613.563,113251.5003
1.67158E+12,12/21/2022 0:00,DOGE/USD,0.07494,0.07496,0.07139,0.07378,1432728.314,105706.695
1.67151E+12,12/20/2022 4:00,DOGE/USD,0.07397,0.07542,0.07278,0.07311,2846372.663,208098.3054
1.67149E+12,12/20/2022 0:00,DOGE/USD,0.07137,0.07542,0.07113,0.07494,3339789.579,250283.831
1.67142E+12,12/19/2022 4:00,DOGE/USD,0.07735,0.07821,0.07,0.07397,4202939.971,310891.4696
1.67141E+12,12/19/2022 0:00,DOGE/USD,0.07858,0.07946,0.07,0.07137,3778490.427,269670.8618
1.67134E+12,12/18/2022 4:00,DOGE/USD,0.07916,0.0801,0.07679,0.07735,2101281.937,162534.1578
1.67132E+12,12/18/2022 0:00,DOGE/USD,0.0795,0.0801,0.07785,0.07858,2051962.539,161243.2163
1.67125E+12,12/17/2022 4:00,DOGE/USD,0.07705,0.07963,0.07679,0.07916,1742670.886,137949.8273
1.67124E+12,12/17/2022 0:00,DOGE/USD,0.07579,0.0795,0.07557,0.0795,5886977.561,468014.7161
1.67116E+12,12/16/2022 4:00,DOGE/USD,0.08664,0.08664,0.07401,0.07705,13404440,1032812.102
1.67115E+12,12/16/2022 0:00,DOGE/USD,0.08484,0.08664,0.07401,0.07579,9329143.386,707055.7772
1.67108E+12,12/15/2022 4:00,DOGE/USD,0.08755,0.08755,0.08401,0.08664,1510342.593,130856.0823
1.67106E+12,12/15/2022 0:00,DOGE/USD,0.08837,0.0888,0.08401,0.08484,3010395.111,255401.9212
1.67099E+12,12/14/2022 4:00,DOGE/USD,0.09169,0.0923,0.08635,0.08755,4176288.117,365634.0247
1.67098E+12,12/14/2022 0:00,DOGE/USD,0.09101,0.0923,0.08726,0.08837,4098013.813,362141.4807
1.6709E+12,12/13/2022 4:00,DOGE/USD,0.08965,0.09584,0.08687,0.09169,7860768.348,720753.8498
1.67089E+12,12/13/2022 0:00,DOGE/USD,0.09023,0.09584,0.08687,0.09101,8174805.46,743989.0449
1.67082E+12,12/12/2022 4:00,DOGE/USD,0.0875,0.0917,0.0868,0.08965,5182839,464641.5164
1.6708E+12,12/12/2022 0:00,DOGE/USD,0.09265,0.09288,0.08482,0.09023,8399681.029,757903.2193
1.67073E+12,12/11/2022 4:00,DOGE/USD,0.09678,0.09702,0.08482,0.0875,5909117.08,517047.7445
1.67072E+12,12/11/2022 0:00,DOGE/USD,0.09639,0.09702,0.09158,0.09265,3518421.267,325981.7304
1.67064E+12,12/10/2022 4:00,DOGE/USD,0.0966,0.09742,0.09618,0.09678,2553253.394,247103.8635
1.67063E+12,12/10/2022 0:00,DOGE/USD,0.09664,0.09742,0.09618,0.09639,1064897.405,102645.4609
