https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USDT,Volume USD
1701129600,2023-11-28,USDT/USD,1.0004,1.0007,1.0004,1.0004,1996.8,1997.59872
1701043200,2023-11-27,USDT/USD,1.0004,1.0007,1.0004,1.0004,10375.060304,10379.2103281216
1700956800,2023-11-26,USDT/USD,1.0004,1.0007,1.0003,1.0007,25795.68769,25813.744671382996
1700870400,2023-11-25,USDT/USD,1.0006,1.0006,1.0003,1.0006,10888.222693,10894.755626615799
1700784000,2023-11-24,USDT/USD,1.0002,1.0006,1.0002,1.0006,6604.134661,6608.097141796599
1700697600,2023-11-23,USDT/USD,1.0005,1.0006,1.0002,1.0002,23507.284733,23511.9861899466
1700611200,2023-11-22,USDT/USD,1.0003,1.0005,1.0002,1.0005,5002.739847,5005.241216923499
1700524800,2023-11-21,USDT/USD,1.0006,1.0006,1.0002,1.0002,15807.790744,15810.9523021488
1700438400,2023-11-20,USDT/USD,1.0006,1.0006,1.0003,1.0006,3783.903175,3786.173516905
1700352000,2023-11-19,USDT/USD,1.0003,1.0006,1.0003,1.0003,2291.068237,2291.7555574711
1700265600,2023-11-18,USDT/USD,1.0003,1.0006,1.0003,1.0006,4599.338102,4602.097704861199
1700179200,2023-11-17,USDT/USD,1.0003,1.0006,1.0003,1.0003,4678.895527,4680.2991956581
1700092800,2023-11-16,USDT/USD,1.0003,1.0003,1.0003,1.0003,9456.87988,9459.716943964
1700006400,2023-11-15,USDT/USD,1.0003,1.0006,1.0003,1.0006,7894.961406,7899.6983828436
1699920000,2023-11-14,USDT/USD,1.0003,1.0006,1.0003,1.0003,60558.373029,60576.5405409087
1699833600,2023-11-13,USDT/USD,1.0006,1.0007,1.0003,1.0003,38240.710951,38252.1831642853
1699747200,2023-11-12,USDT/USD,1.0006,1.0006,1.0003,1.0006,15116.155095,15125.224788057
1699660800,2023-11-11,USDT/USD,1.0005,1.0006,1.0003,1.0003,35139.742525,35150.2844477575
1699574400,2023-11-10,USDT/USD,1.0002,1.0005,1.0002,1.0005,7485.829301,7489.572215650499
1699488000,2023-11-09,USDT/USD,1.0005,1.0005,1.0002,1.0002,13014.817113,13017.420076422599
1699401600,2023-11-08,USDT/USD,1.0002,1.0005,1.0002,1.0002,5633.303651,5634.4303117302
1699315200,2023-11-07,USDT/USD,1.0006,1.0023,1.0002,1.0005,35653.379322,35671.206011661
1699228800,2023-11-06,USDT/USD,1.0006,1.0024,1.0003,1.0004,4055.991934,4057.6143307736
1699142400,2023-11-05,USDT/USD,1.0005,1.0006,1.0005,1.0006,7321.367041,7325.7598612246
1699056000,2023-11-04,USDT/USD,1.0004,1.0099,1.0004,1.0005,23913.313298,23925.269954649
1698969600,2023-11-03,USDT/USD,1.0001,1.0004,1.0001,1.0004,9029.601019,9033.212859407598
1698883200,2023-11-02,USDT/USD,1.0004,1.0005,1.0001,1.0001,15128.434522,15129.947365452199
1698796800,2023-11-01,USDT/USD,1.0004,1.0004,1.0001,1.0004,17478.631945,17485.623397778
1698710400,2023-10-31,USDT/USD,1.0004,1.0004,1.0001,1.0004,16283.546404,16290.0598225616
1698624000,2023-10-30,USDT/USD,1.0003,1.0004,1.0001,1.0004,12634.796967,12639.8508857868
1698537600,2023-10-29,USDT/USD,1.0003,1.0003,1.0,1.0003,6425.767593,6427.6953232779
1698451200,2023-10-28,USDT/USD,1.0,1.0003,1.0,1.0003,1340.344347,1340.7464503040999
